latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-5.16794,27.40857,330.88,3.97,1.85,2022-06-29,0905,T,85,6.1NRT,294.42,174.37,D
-4.98356,25.85172,322.26,2.97,1.64,2022-06-29,0905,T,70,6.1NRT,298.35,59.7,D
-4.89094,25.0409,319.82,2.55,1.54,2022-06-29,0905,T,72,6.1NRT,296.57,42.64,D
-4.89397,25.06364,315.52,2.56,1.54,2022-06-29,0905,T,50,6.1NRT,295.32,30.72,D
-4.90777,25.062,316.23,2.56,1.54,2022-06-29,0905,T,33,6.1NRT,294.98,31.53,D
-4.93584,25.27095,313.95,2.66,1.57,2022-06-29,0905,T,69,6.1NRT,292.53,37,D
-5.0601,26.20288,309.82,3.18,1.69,2022-06-29,0905,T,58,6.1NRT,295.54,24.8,D
-5.03118,25.8723,315.65,2.99,1.64,2022-06-29,0905,T,69,6.1NRT,297.31,33.5,D
-5.34397,28.23745,314.03,4.64,1.97,2022-06-29,0905,T,59,6.1NRT,295.39,59.68,D
-5.19902,26.68915,319.4,3.49,1.76,2022-06-29,0905,T,74,6.1NRT,295.39,72.87,D
-5.00393,24.99557,313.21,2.54,1.53,2022-06-29,0905,T,60,6.1NRT,295.57,19.94,D
-4.92923,24.25413,318.87,2.21,1.44,2022-06-29,0905,T,76,6.1NRT,296.66,42.6,D
-4.92795,24.24878,318.09,2.21,1.44,2022-06-29,0905,T,75,6.1NRT,295.77,37.8,D
-4.98547,24.38354,318.73,2.27,1.46,2022-06-29,0905,T,75,6.1NRT,298.63,29.49,D
-4.75946,22.63566,308.88,1.65,1.26,2022-06-29,0905,T,65,6.1NRT,286.06,15.51,D
-5.28741,26.5483,315.82,3.41,1.74,2022-06-29,0905,T,69,6.1NRT,296.4,36.86,D
-4.39343,19.97071,317.54,1.11,1.05,2022-06-29,0905,T,78,6.1NRT,286.88,16.01,D
-4.39487,19.98073,337.5,1.11,1.05,2022-06-29,0905,T,91,6.1NRT,289.72,44.09,D
-5.06871,24.79986,317.35,2.46,1.51,2022-06-29,0905,T,45,6.1NRT,301.55,22.71,D
-5.17704,25.60238,310.13,2.86,1.61,2022-06-29,0905,T,53,6.1NRT,295.66,20.79,D
-5.08522,24.81986,315.21,2.47,1.51,2022-06-29,0905,T,59,6.1NRT,299.81,18.04,D
-5.31452,26.51398,314.77,3.39,1.74,2022-06-29,0905,T,44,6.1NRT,298.34,35.53,D
-5.21645,25.67554,325.97,2.9,1.62,2022-06-29,0905,T,81,6.1NRT,297.22,88.54,D
-5.59,28.32203,309.37,4.75,1.99,2022-06-29,0905,T,33,6.1NRT,293.36,42.03,D
-3.84378,15.85678,307.59,1.14,1.06,2022-06-29,0905,T,63,6.1NRT,280.28,8.07,D
-5.21758,25.66842,325.65,2.9,1.62,2022-06-29,0905,T,81,6.1NRT,296.71,86.19,D
-5.43381,26.49161,318.92,3.39,1.74,2022-06-29,0905,T,57,6.1NRT,297.68,59.11,D
-5.4379,26.5217,321.92,3.41,1.74,2022-06-29,0905,T,70,6.1NRT,297.81,76.91,D
-5.19223,24.77124,313.96,2.46,1.51,2022-06-29,0905,T,66,6.1NRT,299.72,18.92,D
-5.39147,26.19295,311.79,3.21,1.7,2022-06-29,0905,T,60,6.1NRT,295.99,30.43,D
-5.43322,26.51728,322.13,3.41,1.74,2022-06-29,0905,T,72,6.1NRT,297.48,79.69,D
-5.66739,27.80904,332.39,4.34,1.92,2022-06-29,0905,T,85,6.1NRT,294.29,211.37,D
-5.6847,27.80756,319.09,4.34,1.92,2022-06-29,0905,T,52,6.1NRT,296.25,87.67,D
-5.23421,24.37961,317.64,2.29,1.46,2022-06-29,0905,T,73,6.1NRT,299.69,28.96,D
-5.3437,25.16896,321.36,2.65,1.56,2022-06-29,0905,T,77,6.1NRT,300.13,46.08,D
-5.50241,26.32639,336.96,3.3,1.72,2022-06-29,0905,T,89,6.1NRT,297.14,189.54,D
-5.23114,24.37324,314.39,2.29,1.46,2022-06-29,0905,T,68,6.1NRT,299.54,20.78,D
-5.66924,27.80189,331.78,4.34,1.92,2022-06-29,0905,T,84,6.1NRT,294.16,205.8,D
-5.49848,26.31993,331.28,3.3,1.72,2022-06-29,0905,T,85,6.1NRT,296.79,144.57,D
-5.50227,26.34949,317.46,3.32,1.72,2022-06-29,0905,T,71,6.1NRT,297.34,59.2,D
-5.3167,24.81552,328.48,2.49,1.52,2022-06-29,0905,T,83,6.1NRT,300.75,68.67,D
-5.70871,27.83731,318.32,4.38,1.93,2022-06-29,0905,T,27,6.1NRT,296.06,76.27,D
-5.04505,22.71387,305.92,1.68,1.28,2022-06-29,0905,T,52,6.1NRT,291.38,8.95,D
-5.20224,23.86336,317.08,2.08,1.4,2022-06-29,0905,T,63,6.1NRT,297.69,25.46,D
-5.28431,24.47095,314.04,2.33,1.48,2022-06-29,0905,T,55,6.1NRT,299.05,17.42,D
-5.28712,24.4918,315.84,2.34,1.48,2022-06-29,0905,T,63,6.1NRT,298.52,23.35,D
-5.32733,24.79153,315.7,2.48,1.52,2022-06-29,0905,T,48,6.1NRT,299.97,21.22,D
-4.88134,21.46073,307.01,1.36,1.16,2022-06-29,0905,T,65,6.1NRT,291.26,7.74,D
-5.75328,27.91065,328.52,4.44,1.94,2022-06-29,0905,T,82,6.1NRT,294.47,179.62,D
-4.13029,16.21936,308.93,1.09,1.04,2022-06-29,0905,T,63,6.1NRT,287.16,5.96,D
-4.13173,16.22909,309.82,1.09,1.04,2022-06-29,0905,T,66,6.1NRT,287.55,6.52,D
-5.44017,25.41984,323.78,2.79,1.6,2022-06-29,0905,T,79,6.1NRT,300.35,54.57,D
-4.14106,16.22775,308.39,1.09,1.04,2022-06-29,0905,T,21,6.1NRT,287.35,5.05,D
-5.38033,24.87556,323.31,2.52,1.53,2022-06-29,0905,T,54,6.1NRT,301.58,45.1,D
-5.54804,26.10783,344.26,3.18,1.69,2022-06-29,0905,T,93,6.1NRT,296.88,242.88,D
-5.55189,26.13637,330.46,3.19,1.69,2022-06-29,0905,T,84,6.1NRT,297.59,127.45,D
-5.28151,24.06418,312.39,2.16,1.43,2022-06-29,0905,T,40,6.1NRT,295.91,20.28,D
-5.29163,24.04354,364.45,2.15,1.43,2022-06-29,0905,T,100,6.1NRT,299.3,283.4,D
-5.29428,24.0624,356.68,2.16,1.43,2022-06-29,0905,T,98,6.1NRT,299.98,221.51,D
-5.3331,24.33873,334.19,2.28,1.46,2022-06-29,0905,T,87,6.1NRT,299.76,89.53,D
-5.40763,24.87159,327.79,2.52,1.53,2022-06-29,0905,T,50,6.1NRT,300.41,56.56,D
-5.75494,27.9053,328.85,4.44,1.94,2022-06-29,0905,T,82,6.1NRT,294.2,187.5,D
-5.54615,26.10264,335.7,3.18,1.69,2022-06-29,0905,T,88,6.1NRT,296.16,166.81,D
-5.54978,26.13118,337.57,3.19,1.69,2022-06-29,0905,T,89,6.1NRT,297.67,182.11,D
-5.29142,24.03797,343.08,2.15,1.43,2022-06-29,0905,T,92,6.1NRT,297.34,129.58,D
-5.29393,24.05684,369.81,2.16,1.43,2022-06-29,0905,T,100,6.1NRT,301.45,338.55,D
-5.33064,24.33355,324.98,2.28,1.46,2022-06-29,0905,T,80,6.1NRT,299.58,55.37,D
-5.33336,24.35411,316.17,2.29,1.46,2022-06-29,0905,T,71,6.1NRT,297.73,26.9,D
-5.40096,24.86713,338.78,2.52,1.53,2022-06-29,0905,T,90,6.1NRT,301.45,119.61,D
-5.48498,25.51069,315.48,2.84,1.61,2022-06-29,0905,T,59,6.1NRT,299.55,25.37,D
-5.56494,26.12921,310.87,3.19,1.69,2022-06-29,0905,T,47,6.1NRT,296.87,23.86,D
-5.30678,24.05564,326.17,2.16,1.43,2022-06-29,0905,T,82,6.1NRT,296.65,54.86,D
-5.48953,25.43354,332.09,2.8,1.6,2022-06-29,0905,T,86,6.1NRT,301.52,100.86,D
-5.42827,24.86325,335.46,2.52,1.53,2022-06-29,0905,T,88,6.1NRT,301.68,101.77,D
-5.5039,25.43194,319.53,2.8,1.6,2022-06-29,0905,T,58,6.1NRT,299.21,39.9,D
-5.53785,25.68884,322.42,2.94,1.63,2022-06-29,0905,T,72,6.1NRT,299.35,59.82,D
-5.62927,26.14913,313.64,3.21,1.7,2022-06-29,0905,T,26,6.1NRT,296.86,32.15,D
-3.54455,11.60874,327.48,2.28,1.46,2022-06-29,0905,T,83,6.1NRT,292.75,73.6,D
-5.64448,26.1473,325.01,3.21,1.7,2022-06-29,0905,T,80,6.1NRT,296.68,91.23,D
-5.64828,26.17552,314.85,3.23,1.7,2022-06-29,0905,T,43,6.1NRT,297.46,36.89,D
-5.0211,21.5731,320.47,1.39,1.17,2022-06-29,0905,T,35,6.1NRT,295.14,21.23,D
-5.90435,27.96683,319.32,4.5,1.95,2022-06-29,0905,T,71,6.1NRT,295.02,101.41,D
-5.90966,28.00691,311.32,4.54,1.96,2022-06-29,0905,T,50,6.1NRT,294.62,41.85,D
-4.74427,19.58834,302.09,1.08,1.04,2022-06-29,0905,T,51,6.1NRT,280.75,3.8,D
-3.54152,11.60241,323.01,2.28,1.46,2022-06-29,0905,T,79,6.1NRT,292.39,54.49,D
-5.02821,21.57841,323.3,1.4,1.17,2022-06-29,0905,T,74,6.1NRT,293.65,26.32,D
-5.64189,26.1412,322.38,3.21,1.7,2022-06-29,0905,T,75,6.1NRT,296.26,74.49,D
-4.77229,19.53882,314.32,1.07,1.03,2022-06-29,0905,T,75,6.1NRT,280.6,13.26,D
-5.90513,27.9599,315.92,4.5,1.95,2022-06-29,0905,T,65,6.1NRT,294.93,70.6,D
-5.91018,27.99999,315.18,4.54,1.96,2022-06-29,0905,T,64,6.1NRT,294.74,64.51,D
-5.55223,25.00342,318.87,2.6,1.55,2022-06-29,0905,T,74,6.1NRT,299,38.63,D
-5.55532,25.0265,325.53,2.61,1.55,2022-06-29,0905,T,81,6.1NRT,300.61,67.38,D
-5.71797,26.24954,311.29,3.28,1.71,2022-06-29,0905,T,57,6.1NRT,297.15,27.77,D
-5.94007,27.95556,313.36,4.5,1.95,2022-06-29,0905,T,29,6.1NRT,294.89,45.08,D
-5.44882,23.95149,335.34,2.13,1.42,2022-06-29,0905,T,88,6.1NRT,299.08,91.12,D
-5.63957,25.3311,319.32,2.76,1.59,2022-06-29,0905,T,70,6.1NRT,301.72,32.93,D
-5.84335,26.83166,311.27,3.66,1.79,2022-06-29,0905,T,53,6.1NRT,295.01,34.59,D
-5.11067,21.5108,304.79,1.39,1.17,2022-06-29,0905,T,53,6.1NRT,290.05,6.12,D
-5.94086,27.95012,314.77,4.5,1.95,2022-06-29,0905,T,64,6.1NRT,294.91,56.28,D
-5.44883,23.94587,330.88,2.13,1.42,2022-06-29,0905,T,85,6.1NRT,298.96,72.79,D
-5.45135,23.96502,313.47,2.14,1.42,2022-06-29,0905,T,53,6.1NRT,297.55,20.57,D
-4.99548,20.53152,317.15,1.2,1.09,2022-06-29,0905,T,76,6.1NRT,291.53,13.57,D
-5.64283,25.32522,319.89,2.76,1.59,2022-06-29,0905,T,73,6.1NRT,301.83,36.65,D
-5.85142,26.82479,308.77,3.66,1.79,2022-06-29,0905,T,40,6.1NRT,294.91,25.96,D
-5.85565,26.85786,310.3,3.68,1.8,2022-06-29,0905,T,30,6.1NRT,295.42,28.17,D
-5.81444,26.41349,319.11,3.39,1.74,2022-06-29,0905,T,73,6.1NRT,297.2,64.62,D
-5.82998,26.41139,313.75,3.39,1.74,2022-06-29,0905,T,34,6.1NRT,297.75,37.8,D
-5.1889,21.46246,325.76,1.38,1.16,2022-06-29,0905,T,83,6.1NRT,291.05,32.96,D
-5.84454,26.43382,313.02,3.41,1.74,2022-06-29,0905,T,42,6.1NRT,296.32,38.29,D
-5.05643,20.31173,314.06,1.17,1.08,2022-06-29,0905,T,24,6.1NRT,298.54,8.44,D
-5.76127,25.20388,314.76,2.71,1.58,2022-06-29,0905,T,54,6.1NRT,297.76,21.44,D
-4.5059,16.26883,306.18,1.08,1.04,2022-06-29,0905,T,63,6.1NRT,276.31,5.99,D
-5.75113,24.91767,316.5,2.57,1.54,2022-06-29,0905,T,71,6.1NRT,299.69,27.97,D
-5.84507,25.39433,318.94,2.82,1.6,2022-06-29,0905,T,73,6.1NRT,297.21,49.75,D
-5.84855,25.41956,323.93,2.83,1.61,2022-06-29,0905,T,79,6.1NRT,298.04,71.32,D
-5.86963,25.57289,319.65,2.91,1.63,2022-06-29,0905,T,29,6.1NRT,299.75,33.86,D
-5.75711,24.91147,321.23,2.57,1.54,2022-06-29,0905,T,76,6.1NRT,298.92,45.54,D
-5.80296,25.0468,316.12,2.64,1.56,2022-06-29,0905,T,67,6.1NRT,300.75,23.58,D
-5.8476,25.38834,312.75,2.82,1.6,2022-06-29,0905,T,62,6.1NRT,296.97,26.3,D
-5.85088,25.41347,335.17,2.83,1.61,2022-06-29,0905,T,87,6.1NRT,298.77,137,D
-5.87422,25.59286,318.85,2.93,1.63,2022-06-29,0905,T,51,6.1NRT,298.48,34.47,D
-5.91453,25.56093,317.4,2.91,1.63,2022-06-29,0905,T,44,6.1NRT,299.25,34.9,D
-5.74712,24.03059,307.16,2.19,1.43,2022-06-29,0905,T,25,6.1NRT,292.07,12.29,D
-6.06487,26.33659,312.52,3.37,1.73,2022-06-29,0905,T,59,6.1NRT,297.19,36.32,D
-5.91577,25.55431,319.83,2.91,1.63,2022-06-29,0905,T,49,6.1NRT,299.82,45.44,D
-5.7461,24.0243,310.11,2.19,1.43,2022-06-29,0905,T,56,6.1NRT,292.55,20.12,D
-5.39617,21.27889,305.73,1.35,1.15,2022-06-29,0905,T,50,6.1NRT,291.28,6.61,D
-5.95715,25.41776,329.25,2.84,1.61,2022-06-29,0905,T,83,6.1NRT,302.12,85.93,D
-5.00332,18.46167,336.88,1.01,1,2022-06-29,0905,T,85,6.1NRT,274.56,38.89,D
-5.00463,18.47069,316.28,1.01,1,2022-06-29,0905,T,76,6.1NRT,276.9,14.38,D
-5.97158,25.416,324.87,2.84,1.61,2022-06-29,0905,T,79,6.1NRT,299.54,65.62,D
-5.97496,25.44154,339.18,2.86,1.61,2022-06-29,0905,T,90,6.1NRT,301.82,155.87,D
-6.14878,26.76799,315.03,3.66,1.79,2022-06-29,0905,T,63,6.1NRT,295.5,48.99,D
-5.98945,25.43995,344.51,2.86,1.61,2022-06-29,0905,T,93,6.1NRT,299.27,196.09,D
-5.73905,23.32029,315.43,1.92,1.35,2022-06-29,0905,T,62,6.1NRT,289.04,19.67,D
-5.74143,23.33723,316.13,1.93,1.36,2022-06-29,0905,T,61,6.1NRT,289.72,21.23,D
-6.15699,26.76198,317.46,3.66,1.79,2022-06-29,0905,T,31,6.1NRT,296.07,57.5,D
-5.42885,21.00403,318.21,1.3,1.13,2022-06-29,0905,T,65,6.1NRT,294.68,17.28,D
-5.74543,23.33073,322.66,1.93,1.36,2022-06-29,0905,T,78,6.1NRT,290.37,38.79,D
-4.78428,16.47283,311.24,1.06,1.03,2022-06-29,0905,T,35,6.1NRT,283.04,7.44,D
-6.06036,25.39941,318.85,2.84,1.61,2022-06-29,0905,T,72,6.1NRT,299.61,42,D
-6.0637,25.42471,316.67,2.86,1.61,2022-06-29,0905,T,62,6.1NRT,301,32.83,D
-6.06131,25.29659,322.15,2.79,1.6,2022-06-29,0905,T,76,6.1NRT,299.91,53.46,D
-6.30475,27.01616,313.9,3.85,1.83,2022-06-29,0905,T,62,6.1NRT,294.54,47.33,D
-6.30927,27.05055,318.07,3.87,1.83,2022-06-29,0905,T,70,6.1NRT,295.01,74.1,D
-6.29277,26.67863,316.92,3.62,1.78,2022-06-29,0905,T,58,6.1NRT,296.27,58.98,D
-6.44032,27.78358,318.76,4.44,1.94,2022-06-29,0905,T,37,6.1NRT,292.6,84.38,D
-6.44565,27.82382,361.69,4.47,1.94,2022-06-29,0905,T,100,6.1NRT,294.21,736.32,D
-6.06413,25.28958,320.41,2.79,1.6,2022-06-29,0905,T,56,6.1NRT,300.19,43.37,D
-6.31107,27.00853,309.05,3.85,1.83,2022-06-29,0905,T,22,6.1NRT,294.41,24.62,D
-6.31538,27.04305,323.26,3.87,1.83,2022-06-29,0905,T,77,6.1NRT,295.09,113.21,D
-6.28525,26.67266,312.68,3.62,1.78,2022-06-29,0905,T,33,6.1NRT,295.39,35.98,D
-6.44659,27.81652,365.48,4.47,1.94,2022-06-29,0905,T,100,6.1NRT,294.09,837.3,D
-6.45165,27.85677,318.04,4.5,1.95,2022-06-29,0905,T,63,6.1NRT,294.4,88.73,D
-4.90151,16.5164,303.12,1.05,1.02,2022-06-29,0905,T,34,6.1NRT,282.4,4.44,D
-6.46398,27.81406,315.61,4.47,1.94,2022-06-29,0905,T,63,6.1NRT,291.87,72.85,D
-6.46912,27.8546,311.46,4.5,1.95,2022-06-29,0905,T,30,6.1NRT,293.1,44.99,D
-6.10179,24.91834,313.71,2.61,1.55,2022-06-29,0905,T,60,6.1NRT,299.63,21.74,D
-6.35901,26.86467,319.92,3.75,1.81,2022-06-29,0905,T,73,6.1NRT,295.71,81.19,D
-6.32809,26.50495,324.61,3.51,1.76,2022-06-29,0905,T,78,6.1NRT,294.73,105.74,D
-6.33226,26.5365,317.75,3.53,1.77,2022-06-29,0905,T,42,6.1NRT,294.73,58.71,D
-6.33646,26.56828,359.32,3.55,1.77,2022-06-29,0905,T,99,6.1NRT,298.26,484.44,D
-6.34067,26.60018,325.9,3.57,1.77,2022-06-29,0905,T,71,6.1NRT,298.06,106.87,D
-5.32269,19.20123,306.57,1.06,1.03,2022-06-29,0905,T,48,6.1NRT,291.03,3.86,D
-5.40671,19.78095,315.6,1.11,1.05,2022-06-29,0905,T,72,6.1NRT,296.2,9.96,D
-6.35656,26.59809,316.4,3.57,1.77,2022-06-29,0905,T,38,6.1NRT,295.63,50.38,D
-6.17932,25.17402,313.58,2.74,1.58,2022-06-29,0905,T,54,6.1NRT,299.92,22.24,D
-6.10744,24.9121,314.03,2.61,1.55,2022-06-29,0905,T,52,6.1NRT,299.57,22.68,D
-6.33005,26.56409,338.96,3.55,1.77,2022-06-29,0905,T,89,6.1NRT,296.82,216.41,D
-6.33402,26.59602,320.5,3.57,1.77,2022-06-29,0905,T,68,6.1NRT,297.83,73.6,D
-6.36657,26.85869,320.19,3.75,1.81,2022-06-29,0905,T,67,6.1NRT,295.57,78.91,D
-4.92935,16.27429,331.95,1.07,1.03,2022-06-29,0905,T,87,6.1NRT,285.4,28.73,D
-4.93079,16.2839,328.79,1.07,1.03,2022-06-29,0905,T,85,6.1NRT,286.56,23.54,D
-4.93223,16.29349,325.2,1.07,1.03,2022-06-29,0905,T,72,6.1NRT,285.6,18.21,D
-4.93365,16.30302,343.83,1.07,1.03,2022-06-29,0905,T,93,6.1NRT,284.89,47.67,D
-6.33792,26.49846,324.19,3.51,1.76,2022-06-29,0905,T,78,6.1NRT,294.42,106.67,D
-6.34189,26.53007,322.14,3.53,1.77,2022-06-29,0905,T,76,6.1NRT,295.11,89.17,D
-6.34589,26.56189,339.91,3.55,1.77,2022-06-29,0905,T,90,6.1NRT,296.22,229.28,D
-6.34989,26.59379,335.86,3.57,1.77,2022-06-29,0905,T,87,6.1NRT,296.89,190.75,D
-4.94434,16.31137,363.14,1.07,1.03,2022-06-29,0905,T,100,6.1NRT,286.36,97.52,D
-6.18312,25.16796,317.18,2.74,1.58,2022-06-29,0905,T,69,6.1NRT,300.24,38.03,D
-4.95072,16.29085,340.86,1.07,1.03,2022-06-29,0905,T,92,6.1NRT,283.81,42.12,D
-4.95214,16.30042,419.65,1.07,1.03,2022-06-29,0905,T,100,6.1NRT,297.56,423.75,D
-4.95356,16.30992,405.43,1.07,1.03,2022-06-29,0905,T,100,6.1NRT,294.24,307.83,D
-4.955,16.31961,336.92,1.07,1.03,2022-06-29,0905,T,84,6.1NRT,286.41,34.92,D
-6.28214,25.81696,314,3.09,1.67,2022-06-29,0905,T,63,6.1NRT,296.74,39.51,D
-4.95854,16.27994,327.2,1.07,1.03,2022-06-29,0905,T,84,6.1NRT,284.47,22.78,D
-4.95995,16.28947,386.11,1.07,1.03,2022-06-29,0905,T,100,6.1NRT,288,192.52,D
-4.96137,16.29897,369.79,1.07,1.03,2022-06-29,0905,T,100,6.1NRT,286.53,120.56,D
-5.19677,17.89446,307.23,1,1,2022-06-29,0905,T,59,6.1NRT,290.74,5.14,D
-5.93054,22.98547,310.43,1.82,1.32,2022-06-29,0905,T,58,6.1NRT,295.04,13,D
-5.99604,23.46262,320.3,1.99,1.38,2022-06-29,0905,T,75,6.1NRT,298.32,33.71,D
-6.42106,26.52048,328.58,3.53,1.77,2022-06-29,0905,T,82,6.1NRT,295.83,130.22,D
-6.42521,26.552,337.23,3.55,1.77,2022-06-29,0905,T,88,6.1NRT,296.55,207.05,D
-6.45081,26.74652,312.75,3.68,1.8,2022-06-29,0905,T,46,6.1NRT,296.04,33.68,D
-6.43684,26.51817,312.33,3.53,1.77,2022-06-29,0905,T,36,6.1NRT,295.47,31.81,D
-6.57898,27.59472,310.37,4.31,1.92,2022-06-29,0905,T,42,6.1NRT,292.85,40.96,D
-6.41831,26.54598,325.66,3.55,1.77,2022-06-29,0905,T,79,6.1NRT,296.21,109.61,D
-4.95259,15.81633,320.07,1.12,1.05,2022-06-29,0905,T,75,6.1NRT,295.6,12.6,D
-4.95409,15.82625,314.54,1.12,1.05,2022-06-29,0905,T,45,6.1NRT,295.06,6.94,D
-6.43016,26.51194,319.02,3.53,1.77,2022-06-29,0905,T,71,6.1NRT,295.81,67.74,D
-6.43413,26.5436,333.17,3.55,1.77,2022-06-29,0905,T,86,6.1NRT,295.75,171.27,D
-6.45849,26.73842,312.91,3.68,1.8,2022-06-29,0905,T,48,6.1NRT,295.63,35.06,D
-6.57365,27.66845,310.69,4.38,1.93,2022-06-29,0905,T,35,6.1NRT,294.12,41.52,D
-5.07429,16.56534,308.9,1.05,1.02,2022-06-29,0905,T,59,6.1NRT,275.79,8.25,D
-6.2137,24.70423,320.8,2.52,1.53,2022-06-29,0905,T,74,6.1NRT,301.17,43.64,D
-6.46218,26.63808,313.26,3.62,1.78,2022-06-29,0905,T,57,6.1NRT,296.46,40.8,D
-6.58112,27.58735,311.6,4.31,1.92,2022-06-29,0905,T,51,6.1NRT,292.88,49.77,D
-6.02674,22.93245,308.36,1.81,1.32,2022-06-29,0905,T,48,6.1NRT,295.34,9.3,D
-6.57888,27.03309,317.15,3.9,1.84,2022-06-29,0905,T,68,6.1NRT,295.69,58.47,D
-6.62551,27.39135,319.84,4.17,1.89,2022-06-29,0905,T,73,6.1NRT,293.78,95.58,D
-6.63031,27.42837,319.75,4.19,1.9,2022-06-29,0905,T,73,6.1NRT,294.11,100.23,D
-6.51257,26.40586,316.7,3.47,1.75,2022-06-29,0905,T,65,6.1NRT,296.47,52.6,D
-6.62805,27.27952,314.55,4.08,1.87,2022-06-29,0905,T,63,6.1NRT,295.6,52.48,D
-5.15508,16.73382,311.76,1.03,1.02,2022-06-29,0905,T,65,6.1NRT,285.38,10.05,D
-5.15644,16.74304,321.12,1.03,1.02,2022-06-29,0905,T,78,6.1NRT,286.4,18.6,D
-6.58507,27.0267,315.83,3.9,1.84,2022-06-29,0905,T,50,6.1NRT,295.84,50.38,D
-6.62937,27.38538,315.99,4.17,1.89,2022-06-29,0905,T,66,6.1NRT,293.79,69.12,D
-6.63391,27.42222,323.84,4.19,1.9,2022-06-29,0905,T,77,6.1NRT,294.61,134.84,D
-6.52278,26.39898,314.6,3.47,1.75,2022-06-29,0905,T,63,6.1NRT,295.9,46.65,D
-6.63263,27.2734,312.62,4.08,1.87,2022-06-29,0905,T,56,6.1NRT,295.56,42.08,D
-6.63715,27.30973,310.68,4.11,1.88,2022-06-29,0905,T,13,6.1NRT,294.09,28.99,D
-6.38254,25.07979,316.8,2.71,1.58,2022-06-29,0905,T,66,6.1NRT,297.97,36.04,D
-4.51414,12.04294,303.71,2.02,1.39,2022-06-29,0905,T,48,6.1NRT,282.55,12.59,D
-6.39665,25.07775,316.45,2.71,1.58,2022-06-29,0905,T,61,6.1NRT,298.11,33.85,D
-6.63322,26.88076,311.3,3.8,1.82,2022-06-29,0905,T,51,6.1NRT,294.73,31.64,D
-6.55298,26.02625,326.88,3.25,1.7,2022-06-29,0905,T,80,6.1NRT,297.11,107.11,D
-5.54169,18.74409,319.85,1.03,1.01,2022-06-29,0905,T,76,6.1NRT,293.94,12.88,D
-6.39725,24.76693,318.8,2.56,1.54,2022-06-29,0905,T,60,6.1NRT,296.82,36.06,D
-6.40036,24.78963,351.95,2.57,1.54,2022-06-29,0905,T,96,6.1NRT,301.13,235.63,D
-6.40353,24.81274,319.02,2.58,1.54,2022-06-29,0905,T,63,6.1NRT,299.12,35.09,D
-6.55273,25.90928,312.89,3.18,1.69,2022-06-29,0905,T,50,6.1NRT,297.08,31.13,D
-6.63986,26.87355,314,3.8,1.82,2022-06-29,0905,T,61,6.1NRT,294.76,47.45,D
-5.18982,16.16866,314.63,1.08,1.04,2022-06-29,0905,T,67,6.1NRT,296.08,7.55,D
-6.3923,24.78406,338.78,2.57,1.54,2022-06-29,0905,T,89,6.1NRT,300.69,137.78,D
-6.39527,24.80711,320.08,2.58,1.54,2022-06-29,0905,T,73,6.1NRT,300.81,42.96,D
-6.54981,26.02029,323.4,3.25,1.7,2022-06-29,0905,T,77,6.1NRT,296.58,86.2,D
-6.4061,24.78218,332.17,2.57,1.54,2022-06-29,0905,T,85,6.1NRT,299.26,95.82,D
-6.40911,24.80534,325.44,2.58,1.54,2022-06-29,0905,T,79,6.1NRT,299.38,63.32,D
-6.55041,25.9032,313.25,3.18,1.69,2022-06-29,0905,T,60,6.1NRT,297.42,36.15,D
-6.1963,23.09973,312.02,1.88,1.34,2022-06-29,0905,T,61,6.1NRT,298.51,14.24,D
-6.5765,25.9866,328.69,3.23,1.7,2022-06-29,0905,T,80,6.1NRT,297.67,111.12,D
-6.58026,26.01585,327.09,3.25,1.7,2022-06-29,0905,T,81,6.1NRT,297.49,105.1,D
-6.51472,25.28222,313.33,2.83,1.61,2022-06-29,0905,T,53,6.1NRT,298.64,23.15,D
-5.75616,19.58641,305.04,1.1,1.05,2022-06-29,0905,T,22,6.1NRT,277.84,6.25,D
-6.76136,26.78952,313.35,3.75,1.81,2022-06-29,0905,T,45,6.1NRT,295.88,44.64,D
-6.76586,26.82338,328,3.78,1.82,2022-06-29,0905,T,81,6.1NRT,296.53,139.55,D
-5.63206,18.67228,313.6,1.03,1.01,2022-06-29,0905,T,65,6.1NRT,296.31,6.98,D
-6.65636,26.40156,310.65,3.49,1.76,2022-06-29,0905,T,47,6.1NRT,295.79,32.59,D
-5.67095,18.68539,316.21,1.03,1.01,2022-06-29,0905,T,71,6.1NRT,295.68,9.19,D
-5.67227,18.69456,311.51,1.03,1.01,2022-06-29,0905,T,63,6.1NRT,294.9,5.25,D
-5.96682,20.76365,324.43,1.27,1.12,2022-06-29,0905,T,81,6.1NRT,290.86,27.15,D
-5.96842,20.77509,306.08,1.28,1.12,2022-06-29,0905,T,45,6.1NRT,289.01,5.24,D
-6.77305,26.81714,328.57,3.78,1.82,2022-06-29,0905,T,82,6.1NRT,297.06,145.07,D
-6.4498,24.11298,312.06,2.28,1.46,2022-06-29,0905,T,58,6.1NRT,298.52,14.92,D
-6.77497,26.45169,314.3,3.53,1.77,2022-06-29,0905,T,62,6.1NRT,295.66,47.84,D
-6.17396,21.85673,337.42,1.51,1.21,2022-06-29,0905,T,89,6.1NRT,299.79,63.71,D
-6.17586,21.87012,324.09,1.52,1.22,2022-06-29,0905,T,79,6.1NRT,297.47,31.44,D
