latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-6.03002,28.74227,330.67,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,291.08,2.82,D
-6.09656,28.26193,329.32,0.54,0.68,2022-06-29,1049,N,nominal,2.0NRT,290.86,2.9,D
-6.33289,26.53142,341.35,0.71,0.75,2022-06-29,1049,N,nominal,2.0NRT,294.54,208.21,D
-6.332,26.53802,208,0.71,0.75,2022-06-29,1049,N,low,2.0NRT,314.12,208.21,D
-5.5425,32.14806,347.97,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,307.25,64.6,D
-6.32411,26.54358,350.33,0.71,0.75,2022-06-29,1049,N,nominal,2.0NRT,294.51,51.14,D
-6.32499,26.53703,355.24,0.71,0.75,2022-06-29,1049,N,nominal,2.0NRT,295.63,63.12,D
-5.53616,32.1579,331.33,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,300.09,6.15,D
-5.53692,32.15263,346.39,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,305.02,64.6,D
-5.53767,32.14737,347.64,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,313.59,64.6,D
-5.53208,32.15201,349.73,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,302.91,39.62,D
-5.53284,32.14673,341.44,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,295.94,39.62,D
-6.01616,28.70727,332.96,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,292.39,11.58,D
-6.29261,26.67229,356.13,0.7,0.75,2022-06-29,1049,N,low,2.0NRT,289.96,64.4,D
-6.01001,28.70663,367,0.5,0.66,2022-06-29,1049,N,high,2.0NRT,295.05,11.58,D
-6.0107,28.7016,338.16,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,291.12,11.58,D
-6.26185,26.84939,330.88,0.68,0.74,2022-06-29,1049,N,nominal,2.0NRT,286.41,12.95,D
-6.28565,26.67138,338.42,0.7,0.75,2022-06-29,1049,N,nominal,2.0NRT,288.79,64.4,D
-6.28737,26.65849,335.8,0.7,0.75,2022-06-29,1049,N,nominal,2.0NRT,285.91,158.25,D
-6.261,26.85573,356.81,0.68,0.74,2022-06-29,1049,N,low,2.0NRT,288.97,12.95,D
-6.28651,26.66492,356.81,0.7,0.75,2022-06-29,1049,N,low,2.0NRT,288.58,158.25,D
-5.51867,32.17698,345.39,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,303.43,39.09,D
-5.51941,32.17177,333.9,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,295.92,11.73,D
-5.52166,32.15601,330.54,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,298,4.92,D
-5.63183,31.37983,330.22,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,298.56,1.77,D
-6.1244,27.82015,329.05,0.58,0.7,2022-06-29,1049,N,nominal,2.0NRT,291.92,6.26,D
-6.2541,26.85495,335.96,0.68,0.74,2022-06-29,1049,N,nominal,2.0NRT,283.52,10.9,D
-5.51385,32.17634,348.43,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,298.41,39.09,D
-5.51608,32.16061,335.96,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,297.2,4.92,D
-5.51683,32.15533,335.34,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,297.15,4.92,D
-5.62631,31.38208,335.48,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,298.5,7.61,D
-5.62673,31.3791,331.37,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,296.74,1.77,D
-5.79491,30.17772,330.73,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,295.21,4.3,D
-6.03968,28.39714,327.99,0.53,0.67,2022-06-29,1049,N,nominal,2.0NRT,291.88,4.15,D
-5.51201,32.15464,341.15,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,296.5,8.5,D
-5.68149,30.83565,335.25,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,294.05,3.14,D
-5.68191,30.83264,343.38,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,295.01,3.14,D
-6.09848,27.767,337.32,0.58,0.7,2022-06-29,1049,N,nominal,2.0NRT,293.15,8.49,D
-6.0992,27.76157,339.22,0.58,0.7,2022-06-29,1049,N,nominal,2.0NRT,293.24,10.78,D
-5.67272,30.86002,329.43,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,293.98,2.35,D
-5.67316,30.85681,328.02,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,294.75,2.35,D
-5.9232,29.02696,327.22,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.3,2.58,D
-5.44143,32.44788,342.46,0.55,0.51,2022-06-29,1049,N,nominal,2.0NRT,300.45,8.51,D
-5.53118,31.80537,331.13,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,297.39,6.18,D
-5.47748,32.15523,335.83,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.37,2.22,D
-5.51398,31.82033,367,0.61,0.53,2022-06-29,1049,N,high,2.0NRT,299.71,14.58,D
-5.93073,28.7404,327.69,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,292.43,5.27,D
-5.50751,31.83075,330.87,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,298.47,8.19,D
-5.50906,31.81954,355.59,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,298.79,17.04,D
-5.53707,31.61585,339.47,0.63,0.54,2022-06-29,1049,N,nominal,2.0NRT,296.85,6.74,D
-5.53786,31.61009,332.75,0.63,0.54,2022-06-29,1049,N,nominal,2.0NRT,296.99,6.74,D
-5.89672,28.95048,329.14,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,294.27,4.45,D
-5.28896,33.33718,332.46,0.48,0.48,2022-06-29,1049,N,low,2.0NRT,303.94,3.93,D
-5.6931,30.38907,328.65,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.45,6.2,D
-5.69361,30.38525,328.77,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.24,6.2,D
-5.69411,30.3815,354.13,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,296.56,6.34,D
-5.69461,30.37778,355.58,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.93,6.34,D
-5.68913,30.3771,333.29,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,298.11,6.34,D
-5.68963,30.37337,338.05,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,294.45,5.22,D
-5.99099,28.0867,333.38,0.55,0.68,2022-06-29,1049,N,nominal,2.0NRT,290.41,12.03,D
-5.99166,28.08155,348.2,0.56,0.68,2022-06-29,1049,N,nominal,2.0NRT,290.33,9.32,D
-5.45309,32.08189,367,0.58,0.52,2022-06-29,1049,N,high,2.0NRT,300.13,19.41,D
-5.44824,32.0812,337.77,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.97,19.41,D
-5.44897,32.07587,341.53,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,298.99,8.77,D
-5.42131,32.44851,331.38,0.55,0.51,2022-06-29,1049,N,nominal,2.0NRT,298.17,3.78,D
-5.51339,31.81922,355.77,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,301,21.22,D
-5.50846,31.81845,349.31,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,297.34,21.22,D
-5.53802,31.61525,340,0.63,0.54,2022-06-29,1049,N,nominal,2.0NRT,297.63,10.96,D
-5.93123,28.73918,331.71,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,293.04,4.04,D
-6.02584,28.05951,332.96,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,291.44,1.97,D
-5.45053,32.08026,367,0.58,0.52,2022-06-29,1049,N,high,2.0NRT,303.53,16.02,D
-5.44976,32.08556,337.85,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.68,14.27,D
-5.4513,32.07493,336.3,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,297.97,16.02,D
-5.55644,31.34469,344.45,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,295.76,6.07,D
-5.69271,30.39001,341.32,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.57,3.31,D
-5.69325,30.38617,332.77,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.84,3.31,D
-5.69379,30.38243,349.38,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,296.61,6.45,D
-5.69431,30.37871,355.07,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,295.89,6.45,D
-5.89574,28.94898,336.07,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,294.43,3.87,D
-6.24973,26.37429,331.44,0.73,0.76,2022-06-29,1049,N,nominal,2.0NRT,293.04,4.28,D
-5.68936,30.37433,347.6,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,296.42,4.96,D
-5.68233,30.3847,346.56,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,296.91,11.02,D
-5.68285,30.38096,346.63,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,297.56,12.6,D
-5.91708,28.61607,367,0.51,0.66,2022-06-29,1049,N,high,2.0NRT,296.39,19.31,D
-5.83893,29.18227,326.56,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.23,1.93,D
-5.87701,28.90688,328.45,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.96,2.42,D
-5.91577,28.62561,327.42,0.51,0.66,2022-06-29,1049,N,nominal,2.0NRT,295.05,11.27,D
-5.91643,28.62081,354.71,0.51,0.66,2022-06-29,1049,N,nominal,2.0NRT,296.61,11.27,D
-5.99041,28.08111,342.99,0.55,0.68,2022-06-29,1049,N,nominal,2.0NRT,289.94,13.54,D
-5.82603,29.23195,331.45,0.46,0.64,2022-06-29,1049,N,nominal,2.0NRT,294.64,2.01,D
-5.91029,28.61989,327.74,0.51,0.66,2022-06-29,1049,N,nominal,2.0NRT,295.27,4.36,D
-6.28039,25.8154,330.79,0.79,0.78,2022-06-29,1049,N,nominal,2.0NRT,293.7,4.93,D
-5.69755,30.07507,349.77,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,294.87,10.54,D
-5.67121,30.22416,367,0.39,0.6,2022-06-29,1049,N,high,2.0NRT,299.5,6.1,D
-5.67172,30.22044,340.63,0.39,0.6,2022-06-29,1049,N,nominal,2.0NRT,296.18,6.1,D
-5.69251,30.07046,327.23,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,295.74,6.36,D
-5.51102,31.29703,330.5,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,293.85,1.36,D
-5.82746,28.9097,338.97,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,292.7,5.8,D
-5.56996,30.75706,343.12,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,295.03,3.73,D
-5.57039,30.75394,333.55,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,293.44,3.73,D
-5.81079,28.98799,343.67,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,294.24,6.68,D
-5.6216,30.21664,337.42,0.39,0.6,2022-06-29,1049,N,nominal,2.0NRT,298.25,4.92,D
-5.74524,29.29649,328.1,0.46,0.63,2022-06-29,1049,N,nominal,2.0NRT,293.92,2.59,D
-5.34586,32.19413,331.15,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.96,4.65,D
-5.74975,29.21757,356.13,0.46,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.7,10.52,D
-5.84378,28.45903,339.03,0.52,0.67,2022-06-29,1049,N,nominal,2.0NRT,293.09,6.44,D
-5.90122,27.96961,367,0.56,0.69,2022-06-29,1049,N,high,2.0NRT,293.36,9.46,D
-5.3458,32.19679,331.39,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.77,7.41,D
-5.62176,30.21591,341.54,0.39,0.6,2022-06-29,1049,N,nominal,2.0NRT,298.53,4.93,D
-5.93142,27.92781,332.05,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.13,5.57,D
-5.43709,31.3928,367,0.32,0.55,2022-06-29,1049,N,high,2.0NRT,298.51,10.08,D
-5.43751,31.38986,367,0.32,0.55,2022-06-29,1049,N,high,2.0NRT,304.23,10.08,D
-5.74557,29.21741,367,0.46,0.64,2022-06-29,1049,N,high,2.0NRT,295.84,8.97,D
-5.31878,32.21432,334.46,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,298.82,6.07,D
-5.44727,31.32178,343.57,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,297.14,3.28,D
-5.432,31.39211,367,0.32,0.55,2022-06-29,1049,N,high,2.0NRT,301.42,10.08,D
-5.31323,32.21887,347.18,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.67,13.62,D
-5.43158,31.39506,352.83,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,297.78,12.54,D
-5.44216,31.32109,345.98,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,294.74,3.28,D
-5.58112,30.34412,339.35,0.38,0.59,2022-06-29,1049,N,nominal,2.0NRT,293.78,2.97,D
-5.84478,28.46078,339.32,0.52,0.67,2022-06-29,1049,N,nominal,2.0NRT,292.65,6.43,D
-5.4265,31.39436,367,0.32,0.55,2022-06-29,1049,N,high,2.0NRT,302.74,10.47,D
-5.31967,32.14015,335.49,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,299.77,4.5,D
-5.32042,32.13492,332.92,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,298.71,4.5,D
-5.32952,32.07159,340.32,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,302.43,12.47,D
-5.36592,31.81795,332.71,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,299.58,5.4,D
-5.31484,32.13953,340.43,0.57,0.52,2022-06-29,1049,N,nominal,2.0NRT,297.61,4.5,D
-5.60757,30.07652,340.38,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,298.97,2.92,D
-5.74467,29.09377,327.87,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,294.34,2.17,D
-5.89925,27.97173,343.01,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,292.04,6.68,D
-5.89996,27.96652,333.08,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,291.83,6.68,D
-5.74863,29.02128,334.39,0.48,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.07,5.71,D
-5.31574,32.06433,333.66,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,300.98,9.92,D
-5.3165,32.05902,349.38,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,301.25,9.92,D
-5.41033,31.36208,367,0.33,0.55,2022-06-29,1049,N,high,2.0NRT,299.57,17.75,D
-5.3109,32.06369,335.73,0.58,0.52,2022-06-29,1049,N,nominal,2.0NRT,300.21,5.59,D
-5.4095,31.36797,332.9,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,298.71,8.87,D
-5.40991,31.36503,344.63,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,297.55,17.75,D
-5.61796,29.8792,327.12,0.41,0.61,2022-06-29,1049,N,nominal,2.0NRT,293.29,2.59,D
-5.40482,31.36431,355.29,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,299.38,17.75,D
-5.40524,31.36133,354.88,0.33,0.55,2022-06-29,1049,N,nominal,2.0NRT,303.58,17.75,D
-5.89723,27.79347,348.58,0.58,0.7,2022-06-29,1049,N,nominal,2.0NRT,289.22,8.9,D
-5.56805,30.15691,346.39,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,297.72,4.53,D
-5.56855,30.15334,337.72,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,294.61,4.53,D
-5.76674,28.70963,340.69,0.5,0.66,2022-06-29,1049,N,nominal,2.0NRT,292.14,4.36,D
-5.33842,31.76332,340.52,0.61,0.53,2022-06-29,1049,N,nominal,2.0NRT,297.94,7.59,D
-5.44441,31.00695,332.02,0.35,0.56,2022-06-29,1049,N,nominal,2.0NRT,293.74,3.07,D
-5.5625,30.15623,356.1,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,296.98,4.53,D
-5.563,30.15264,329.26,0.4,0.6,2022-06-29,1049,N,nominal,2.0NRT,294.93,4.53,D
-5.70962,29.08398,337.69,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.03,5.28,D
-5.73581,28.89165,330.75,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.74,2.84,D
-5.46698,30.76726,350.24,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,294.65,7.88,D
-5.44729,30.87066,336.47,0.35,0.57,2022-06-29,1049,N,nominal,2.0NRT,295.07,4.76,D
-5.46122,30.76985,335.85,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,292.9,3.32,D
-6.05585,26.33585,340.83,0.73,0.76,2022-06-29,1049,N,nominal,2.0NRT,292.7,7.66,D
-5.95384,27.0105,340.36,0.65,0.73,2022-06-29,1049,N,nominal,2.0NRT,293.18,5.74,D
-5.68019,29.03208,331.07,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.75,4.61,D
-5.6879,28.97446,350.39,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.68,5.56,D
-5.67416,29.03165,348.76,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,292.95,9.36,D
-5.66436,29.01384,355.32,0.48,0.64,2022-06-29,1049,N,nominal,2.0NRT,296.12,7.09,D
-5.66493,29.00958,331.17,0.48,0.64,2022-06-29,1049,N,nominal,2.0NRT,294.8,7.09,D
-5.87574,27.40112,337.26,0.61,0.71,2022-06-29,1049,N,nominal,2.0NRT,290.46,6.59,D
-5.68203,28.83387,367,0.49,0.65,2022-06-29,1049,N,high,2.0NRT,300.93,19.66,D
-5.65839,29.01298,345.81,0.48,0.64,2022-06-29,1049,N,nominal,2.0NRT,294.61,7.09,D
-5.68266,28.8291,341.11,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.22,19.66,D
-5.69195,28.97516,343.1,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.12,5.75,D
-6.05948,26.33376,334.56,0.73,0.76,2022-06-29,1049,N,nominal,2.0NRT,293.31,12.22,D
-5.67785,29.03188,354.11,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.62,5.68,D
-5.67844,29.02771,337.59,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.89,5.68,D
-5.96149,26.94584,343.23,0.66,0.73,2022-06-29,1049,N,nominal,2.0NRT,292.97,7.16,D
-5.66215,29.01365,367,0.48,0.64,2022-06-29,1049,N,high,2.0NRT,296.25,10.98,D
-5.66275,29.00935,354.35,0.48,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.01,10.98,D
-5.68105,28.83414,367,0.49,0.65,2022-06-29,1049,N,high,2.0NRT,299.17,24.14,D
-5.68171,28.82936,350.94,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,294.93,24.14,D
-5.87823,27.40403,338.45,0.61,0.71,2022-06-29,1049,N,nominal,2.0NRT,291.3,7.34,D
-5.65516,28.97624,367,0.48,0.65,2022-06-29,1049,N,high,2.0NRT,294.16,7.7,D
-5.65465,28.97994,333.23,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,291.97,7.7,D
-5.64906,28.97624,367,0.48,0.65,2022-06-29,1049,N,high,2.0NRT,292.96,18.57,D
-5.30244,31.44392,333.6,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,297.26,2.87,D
-5.91417,27.03922,343.62,0.65,0.73,2022-06-29,1049,N,nominal,2.0NRT,293.19,15,D
-5.91498,27.03319,346.78,0.65,0.73,2022-06-29,1049,N,nominal,2.0NRT,292.66,15,D
-5.9082,27.03229,367,0.65,0.73,2022-06-29,1049,N,high,2.0NRT,294.16,15,D
-5.29612,31.45214,337.7,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,297.15,2.88,D
-5.90739,27.0383,335.24,0.65,0.73,2022-06-29,1049,N,nominal,2.0NRT,292.43,15,D
-5.71793,28.38531,329.37,0.52,0.67,2022-06-29,1049,N,nominal,2.0NRT,293.85,5.47,D
-5.60545,29.16031,336.48,0.46,0.64,2022-06-29,1049,N,nominal,2.0NRT,291.74,3.65,D
-5.73644,28.1554,341.3,0.54,0.68,2022-06-29,1049,N,nominal,2.0NRT,293.24,7.65,D
-5.59114,29.13272,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,296.62,11.96,D
-5.60081,29.0171,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,297.84,12.72,D
-5.60024,29.02132,328.93,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.83,10.03,D
-5.70269,28.263,356.74,0.53,0.67,2022-06-29,1049,N,nominal,2.0NRT,295.49,10.39,D
-5.74923,27.91601,327.66,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,295.49,7.29,D
-5.75068,27.90522,354.22,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.17,18.64,D
-5.7514,27.89984,341.79,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.97,10.28,D
-5.59483,29.01632,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,293.42,9.26,D
-5.61679,28.85389,367,0.49,0.65,2022-06-29,1049,N,high,2.0NRT,301.31,40.92,D
-5.68195,28.36996,330.1,0.53,0.67,2022-06-29,1049,N,nominal,2.0NRT,294.4,3.44,D
-5.8744,26.92225,356.3,0.66,0.73,2022-06-29,1049,N,nominal,2.0NRT,293.63,12.78,D
-5.59898,28.94055,336.73,0.48,0.65,2022-06-29,1049,N,nominal,2.0NRT,293.67,7.87,D
-5.55733,29.20446,338.97,0.46,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.36,4.92,D
-5.56529,29.05532,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,296.07,12.64,D
-5.56587,29.05101,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,296.31,12.64,D
-5.24542,31.40915,342.86,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,301.59,8.95,D
-5.71238,27.94792,335.9,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.03,18.16,D
-5.70602,27.94678,367,0.56,0.69,2022-06-29,1049,N,high,2.0NRT,298.98,18.16,D
-5.59206,28.8088,332.76,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,292.63,4.35,D
-5.70463,27.95732,336.41,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.77,14.19,D
-5.70532,27.95208,332,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.98,14.19,D
-5.70672,27.94144,346.88,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,294.38,18.16,D
-5.71918,27.84653,342.27,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.2,12.4,D
-5.71986,27.84135,339.28,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.51,9.37,D
-5.72268,27.81987,335.27,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,295.24,9.28,D
-5.7162,27.81921,367,0.57,0.69,2022-06-29,1049,N,high,2.0NRT,298.06,26.99,D
-5.8446,26.83051,367,0.67,0.74,2022-06-29,1049,N,high,2.0NRT,296.78,28.79,D
-5.71203,27.85107,327.76,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.57,8.09,D
-5.71551,27.82453,332.08,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.77,22.42,D
-5.84538,26.82443,348.05,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,294.89,28.79,D
-5.83773,26.82965,351.79,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,293.06,28.79,D
-5.83852,26.82353,346.33,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,294.03,28.79,D
-5.24117,31.40938,340.44,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,304.09,3.52,D
-5.24159,31.40645,333.76,0.32,0.55,2022-06-29,1049,N,nominal,2.0NRT,302.68,3.52,D
-5.55846,29.20518,337.94,0.46,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.19,5.33,D
-5.87967,26.9204,351.07,0.66,0.73,2022-06-29,1049,N,nominal,2.0NRT,293.95,16.95,D
-5.56754,29.05611,342.38,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.38,6.46,D
-5.56816,29.05179,329.17,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,295.36,6.46,D
-5.56217,29.05121,367,0.47,0.64,2022-06-29,1049,N,high,2.0NRT,294.36,6.46,D
-5.56157,29.05548,340.87,0.47,0.64,2022-06-29,1049,N,nominal,2.0NRT,293.28,6.46,D
-5.70995,27.94966,367,0.56,0.69,2022-06-29,1049,N,high,2.0NRT,294.76,20.38,D
-5.59002,28.80955,329.88,0.49,0.65,2022-06-29,1049,N,nominal,2.0NRT,292.56,2.82,D
-5.70922,27.95492,329.86,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.07,7.21,D
-5.71069,27.94431,352.11,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,297.05,20.38,D
-5.72108,27.82204,367,0.57,0.69,2022-06-29,1049,N,high,2.0NRT,296.8,14.44,D
-5.70286,27.95379,331.95,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.93,7.21,D
-5.70432,27.94325,330.44,0.56,0.69,2022-06-29,1049,N,nominal,2.0NRT,294.89,20.38,D
-5.7174,27.84867,348.46,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.52,10.36,D
-5.72179,27.81686,348.65,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,295.85,14.44,D
-5.7146,27.82137,331.72,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,296.97,8.21,D
-5.84962,26.83508,333.29,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,294.64,25.66,D
-5.85045,26.829,343.45,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,294.18,25.66,D
-5.84358,26.82815,367,0.67,0.74,2022-06-29,1049,N,high,2.0NRT,298.27,25.66,D
-5.84276,26.83423,343.33,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,293.35,25.66,D
-5.84441,26.82207,356.54,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,293.49,42.11,D
-5.70456,27.79876,329.89,0.57,0.69,2022-06-29,1049,N,nominal,2.0NRT,293.67,4.31,D
-5.83672,26.8273,341.78,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,292.58,13.45,D
-5.83755,26.82117,344.61,0.67,0.74,2022-06-29,1049,N,nominal,2.0NRT,293.82,12.55,D
-5.29222,30.72113,342.42,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,297.27,5.89,D
-5.40764,29.81735,328.71,0.42,0.61,2022-06-29,1049,N,nominal,2.0NRT,292.35,3.61,D
-5.52317,28.93767,367,0.48,0.65,2022-06-29,1049,N,high,2.0NRT,298.82,9.07,D
-5.28146,30.68195,334.12,0.36,0.57,2022-06-29,1049,N,nominal,2.0NRT,296.51,3.42,D
-5.79341,26.8905,337,0.66,0.73,2022-06-29,1049,N,nominal,2.0NRT,293.57,5.34,D
-5.66272,27.81663,367,0.57,0.69,2022-06-29,1049,N,high,2.0NRT,295.45,13.33,D
-5.78821,26.87737,367,0.66,0.73,2022-06-29,1049,N,high,2.0NRT,293.23,16.72,D
