latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-4.58635,27.27305,337.57,0.68,0.74,2022-06-29,1229,N,nominal,2.0NRT,286.84,7.63,D
-5.02712,24.67607,342.35,0.45,0.63,2022-06-29,1229,N,nominal,2.0NRT,295.32,4.02,D
-5.8324,19.75659,343.54,0.41,0.45,2022-06-29,1229,N,nominal,2.0NRT,291.92,7.07,D
-6.07099,18.2496,332.87,0.5,0.41,2022-06-29,1229,N,nominal,2.0NRT,288.21,15.38,D
-6.21056,17.35708,340.68,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,297.11,4.85,D
-6.2118,17.34912,335.79,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,294.9,2.21,D
-6.27274,16.95687,349.75,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,312.12,25.52,D
-4.47967,27.85046,347.88,0.74,0.76,2022-06-29,1229,N,nominal,2.0NRT,282.67,16.94,D
-4.57951,27.27174,327.7,0.68,0.74,2022-06-29,1229,N,nominal,2.0NRT,285.91,7.63,D
-5.74692,20.26342,329.27,0.44,0.46,2022-06-29,1229,N,nominal,2.0NRT,296.64,2.36,D
-6.20637,17.36057,337.05,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,295.77,5.7,D
-6.20699,17.35657,336.83,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,294.21,4.85,D
-6.26924,16.9563,348.04,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,295.65,25.52,D
-5.07078,24.34542,330.5,0.42,0.61,2022-06-29,1229,N,nominal,2.0NRT,294.93,3.01,D
-4.47257,27.84917,357.14,0.74,0.76,2022-06-29,1229,N,low,2.0NRT,281.21,18.32,D
-5.85908,19.51084,341.41,0.39,0.44,2022-06-29,1229,N,nominal,2.0NRT,290.83,6.46,D
-6.20365,17.33116,339.78,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,293.06,2.44,D
-5.05594,24.36402,367,0.43,0.62,2022-06-29,1229,N,high,2.0NRT,295.89,8.25,D
-4.41557,28.09205,335.16,0.77,0.77,2022-06-29,1229,N,nominal,2.0NRT,288.75,6.04,D
-4.80575,25.83564,331.01,0.54,0.68,2022-06-29,1229,N,nominal,2.0NRT,294.79,7.86,D
-5.05532,24.36771,331.55,0.43,0.62,2022-06-29,1229,N,nominal,2.0NRT,296.12,10.58,D
-6.009,18.54438,342.63,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,292.27,28.11,D
-6.32622,16.52019,342.43,0.41,0.37,2022-06-29,1229,N,nominal,2.0NRT,301.32,6.7,D
-6.4185,15.92257,335.82,0.4,0.37,2022-06-29,1229,N,nominal,2.0NRT,298.11,5.11,D
-4.40836,28.09081,330.35,0.77,0.77,2022-06-29,1229,N,nominal,2.0NRT,287,6.04,D
-5.06214,24.2927,331.96,0.42,0.61,2022-06-29,1229,N,nominal,2.0NRT,291.86,2.08,D
-5.68827,20.51691,330.25,0.46,0.47,2022-06-29,1229,N,low,2.0NRT,300.53,4.45,D
-6.00294,18.55794,339.57,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,294.01,5.91,D
-6.00445,18.5484,337.12,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,293.12,28.11,D
-6.0052,18.54367,350.9,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,304.18,28.11,D
-6.00595,18.53899,330.84,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,292.18,5.87,D
-6.25827,16.93465,334.14,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.12,3.6,D
-6.32217,16.52358,333.93,0.41,0.37,2022-06-29,1229,N,nominal,2.0NRT,300.24,6.7,D
-5.05648,24.29171,367,0.42,0.61,2022-06-29,1229,N,high,2.0NRT,294.93,15.73,D
-4.6238,26.81382,342.93,0.63,0.72,2022-06-29,1229,N,nominal,2.0NRT,287.3,10,D
-4.79233,25.83851,347.14,0.54,0.68,2022-06-29,1229,N,nominal,2.0NRT,294.73,6.12,D
-5.68392,20.51624,345.01,0.46,0.47,2022-06-29,1229,N,nominal,2.0NRT,303.52,49.19,D
-5.68461,20.51202,348.7,0.46,0.47,2022-06-29,1229,N,nominal,2.0NRT,307.35,38.77,D
-6.44207,15.72445,337.3,0.39,0.37,2022-06-29,1229,N,nominal,2.0NRT,304.03,8.56,D
-6.44262,15.72087,334.12,0.39,0.37,2022-06-29,1229,N,low,2.0NRT,308.51,7.81,D
-4.45365,27.74844,325.71,0.73,0.76,2022-06-29,1229,N,nominal,2.0NRT,287.88,4.23,D
-4.67528,26.47789,328.72,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,290.35,3.91,D
-4.94507,24.91126,340.93,0.47,0.64,2022-06-29,1229,N,nominal,2.0NRT,297.73,6.9,D
-5.4219,22.08149,340.42,0.59,0.53,2022-06-29,1229,N,nominal,2.0NRT,290.04,4.67,D
-5.68025,20.51137,352.19,0.46,0.47,2022-06-29,1229,N,nominal,2.0NRT,302.16,38.77,D
-5.83768,19.54044,332.2,0.4,0.44,2022-06-29,1229,N,nominal,2.0NRT,292.3,3.85,D
-5.99832,18.53784,331.14,0.52,0.41,2022-06-29,1229,N,nominal,2.0NRT,294.21,6.36,D
-6.14826,17.59072,335.98,0.46,0.39,2022-06-29,1229,N,nominal,2.0NRT,297.73,5.42,D
-6.50373,15.30005,332.97,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,304.01,1.26,D
-6.50427,15.29653,338.14,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.91,1.88,D
-6.57395,14.83991,340.4,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.13,4.23,D
-4.44543,27.75377,345.53,0.73,0.76,2022-06-29,1229,N,nominal,2.0NRT,288.24,17.04,D
-4.44664,27.74691,338.73,0.73,0.76,2022-06-29,1229,N,nominal,2.0NRT,287.92,12.14,D
-4.4525,27.71359,326.96,0.73,0.76,2022-06-29,1229,N,nominal,2.0NRT,289.37,4.53,D
-4.66969,26.47133,337.07,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,290.95,10.47,D
-5.70386,20.3394,330.26,0.45,0.47,2022-06-29,1229,N,nominal,2.0NRT,294.56,2.8,D
-5.76466,19.96569,340.38,0.42,0.45,2022-06-29,1229,N,nominal,2.0NRT,288.72,8.62,D
-6.26927,16.79537,330.22,0.42,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.68,4.68,D
-6.57062,14.83942,354.14,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,313.89,33.5,D
-6.67646,14.14096,333.71,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.06,8.57,D
-4.45956,27.63229,328.37,0.72,0.75,2022-06-29,1229,N,nominal,2.0NRT,289.67,10.07,D
-4.6613,26.48084,345.07,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,290.61,10.36,D
-4.90697,25.0621,349.55,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.05,9.01,D
-4.91295,25.02735,331.79,0.47,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.68,2.31,D
-4.91368,25.02311,330.69,0.47,0.64,2022-06-29,1229,N,nominal,2.0NRT,294.37,2.31,D
-5.4976,21.56601,325.81,0.54,0.51,2022-06-29,1229,N,nominal,2.0NRT,290.7,2.15,D
-5.60019,20.94481,331.34,0.49,0.49,2022-06-29,1229,N,nominal,2.0NRT,293.5,2.48,D
-5.69957,20.33866,329.65,0.45,0.47,2022-06-29,1229,N,nominal,2.0NRT,294.15,2.8,D
-6.10792,17.79927,329.92,0.47,0.4,2022-06-29,1229,N,nominal,2.0NRT,288.74,3.23,D
-6.67313,14.14046,345.88,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,303.05,8.57,D
-4.90846,25.01784,367,0.47,0.64,2022-06-29,1229,N,high,2.0NRT,297.47,9.36,D
-4.90102,25.06098,332.62,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,294.99,3.86,D
-5.49202,21.57059,325.96,0.54,0.51,2022-06-29,1229,N,nominal,2.0NRT,291.75,3.23,D
-6.03355,18.2438,330.94,0.5,0.41,2022-06-29,1229,N,nominal,2.0NRT,288.47,2.04,D
-6.04774,18.15469,333.51,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,284.53,6.28,D
-6.23953,16.93987,347.19,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,302.85,15.41,D
-6.24014,16.936,337.51,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,303.24,15.41,D
-6.53804,15.00858,330.43,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.81,1.85,D
-4.4691,27.49651,328.8,0.7,0.75,2022-06-29,1229,N,nominal,2.0NRT,290.12,9.18,D
-4.89512,25.05954,350.65,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.82,3.86,D
-4.89589,25.05506,331.58,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.99,3.86,D
-4.92642,24.87827,331.69,0.46,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.34,3.46,D
-5.63365,20.68617,341.32,0.47,0.48,2022-06-29,1229,N,nominal,2.0NRT,295.32,7.29,D
-6.17762,17.311,333.01,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,290.18,2.72,D
-6.45422,15.53367,336.44,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.4,19.62,D
-6.68226,14.03463,339.9,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,306.2,29.17,D
-6.68279,14.03113,339.78,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,304.95,29.17,D
-6.67945,14.03063,367,0.39,0.36,2022-06-29,1229,N,high,2.0NRT,301.76,14.31,D
-4.88994,25.05394,347.58,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,299.58,4.92,D
-5.62925,20.68541,341.91,0.47,0.48,2022-06-29,1229,N,nominal,2.0NRT,295,17.01,D
-5.62993,20.68128,332.9,0.47,0.48,2022-06-29,1229,N,low,2.0NRT,303.45,17.01,D
-6.05229,18.07833,337.99,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,287.53,9.67,D
-6.05299,18.07394,339.65,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,288.3,7.31,D
-6.05369,18.06955,347.67,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,286.76,7.31,D
-6.23012,16.95417,344.08,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,300.19,6.79,D
-6.23073,16.95029,330.85,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.57,6.79,D
-6.32532,16.34491,347.22,0.41,0.37,2022-06-29,1229,N,nominal,2.0NRT,304.02,10.27,D
-6.45141,15.52962,351.87,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,309.65,20.72,D
-6.45196,15.52609,332.21,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,298.8,3.99,D
-6.67893,14.03413,347.71,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.15,14.31,D
-5.10465,23.77357,367,0.39,0.59,2022-06-29,1229,N,high,2.0NRT,297.28,8.01,D
-4.63989,26.44927,342.28,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,291.42,6.9,D
-4.64085,26.44386,333.44,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,291.76,6.9,D
-4.76302,25.74722,334.4,0.53,0.67,2022-06-29,1229,N,nominal,2.0NRT,294.85,7.79,D
-4.76388,25.74231,334.43,0.53,0.67,2022-06-29,1229,N,nominal,2.0NRT,295.24,5.54,D
-4.88394,25.0531,330.72,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,295.51,4.92,D
-5.10401,23.7773,335.48,0.39,0.59,2022-06-29,1229,N,nominal,2.0NRT,296.79,8.01,D
-5.602,20.82276,326.57,0.48,0.48,2022-06-29,1229,N,nominal,2.0NRT,292.81,4.68,D
-5.62552,20.68063,327.15,0.47,0.48,2022-06-29,1229,N,nominal,2.0NRT,293.83,17.01,D
-5.62621,20.67649,330.32,0.47,0.48,2022-06-29,1229,N,nominal,2.0NRT,292.9,4.42,D
-5.96037,18.6281,348.5,0.52,0.42,2022-06-29,1229,N,nominal,2.0NRT,282.5,13.06,D
-6.03866,18.13986,345.87,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,288.01,7.7,D
-6.0493,18.07326,348.75,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,290.34,7.31,D
-6.12993,17.56636,337.27,0.46,0.39,2022-06-29,1229,N,nominal,2.0NRT,294.69,5.28,D
-6.22722,16.94978,344.99,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,297.35,6.79,D
-6.49165,15.22289,367,0.39,0.36,2022-06-29,1229,N,high,2.0NRT,307.13,19.51,D
-6.49219,15.21939,367,0.39,0.36,2022-06-29,1229,N,high,2.0NRT,308.35,19.51,D
-4.42444,27.62638,331.75,0.72,0.75,2022-06-29,1229,N,nominal,2.0NRT,290.01,4.14,D
-4.50572,27.16947,331.82,0.67,0.73,2022-06-29,1229,N,nominal,2.0NRT,285.82,3.98,D
-4.63335,26.44823,349.41,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,290.76,9.64,D
-4.63431,26.44278,348.47,0.6,0.7,2022-06-29,1229,N,nominal,2.0NRT,290.57,9.64,D
-4.97991,24.46456,329.62,0.43,0.62,2022-06-29,1229,N,nominal,2.0NRT,299.03,4.57,D
-6.03494,18.13925,338.97,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,285.27,7.45,D
-6.04561,18.07259,350.83,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,287.25,18.9,D
-6.04631,18.06821,337.35,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,290.88,18.9,D
-6.49272,15.2159,343.56,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,313.19,97.82,D
-6.0419,18.07199,344.51,0.49,0.4,2022-06-29,1229,N,nominal,2.0NRT,291.86,18.9,D
-6.41345,15.70912,337.28,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,306.01,3.64,D
-6.414,15.70554,335.37,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,303.5,3.64,D
-6.43046,15.59889,334.34,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.03,3.06,D
-6.48832,15.22238,330.7,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,304.57,19.51,D
-6.48885,15.21889,349.56,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,310.92,19.51,D
-6.48992,15.21191,338.94,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.08,97.82,D
-6.48939,15.2154,367,0.39,0.36,2022-06-29,1229,N,low,2.0NRT,359.63,97.82,D
-5.97522,18.46313,337.47,0.51,0.41,2022-06-29,1229,N,nominal,2.0NRT,280.64,7.32,D
-6.15794,17.32013,334.97,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,290.33,3.22,D
-6.48605,15.21489,344.81,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.11,5.29,D
-4.78055,25.50172,333.39,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,294.1,3.49,D
-5.90616,18.86551,341.29,0.54,0.42,2022-06-29,1229,N,nominal,2.0NRT,284.26,13.26,D
-6.186,17.11991,332.4,0.44,0.38,2022-06-29,1229,N,nominal,2.0NRT,293.46,3.38,D
-6.38517,15.84742,333.99,0.4,0.37,2022-06-29,1229,N,nominal,2.0NRT,300.56,4.34,D
-6.43738,15.50946,345.69,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.06,7.4,D
-4.77518,25.49628,367,0.51,0.66,2022-06-29,1229,N,high,2.0NRT,297.06,19.65,D
-4.77106,25.51961,339.46,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,294.86,7.95,D
-4.77437,25.50086,344.14,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,295.31,20.39,D
-4.77848,25.47757,331.11,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.86,6.54,D
-4.78182,25.45861,338.46,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,294.24,7.67,D
-6.1943,17.0446,331.61,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,291.89,2.98,D
-6.50505,15.04631,334.14,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.45,11.3,D
-4.76405,25.52338,348.68,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.51,7.95,D
-4.7757,25.45748,338.06,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,295.4,7.67,D
-4.77652,25.45286,353.52,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,295.22,7.67,D
-4.77733,25.44828,352.75,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,293.22,7.63,D
-6.25019,16.6674,335.06,0.42,0.38,2022-06-29,1229,N,nominal,2.0NRT,297.42,3.28,D
-4.68276,25.94511,341.53,0.55,0.68,2022-06-29,1229,N,nominal,2.0NRT,290.96,10.64,D
-4.77118,25.44735,334.8,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,293.17,3.13,D
-6.6008,14.37163,335.29,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.02,4.69,D
-6.6386,14.12097,334.96,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.1,3.79,D
-6.69489,13.7455,333.81,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.7,3.12,D
-4.78215,25.34999,367,0.5,0.66,2022-06-29,1229,N,high,2.0NRT,297.83,25.13,D
-4.80886,25.19931,367,0.49,0.65,2022-06-29,1229,N,high,2.0NRT,296.82,9.67,D
-4.67732,25.93905,354.58,0.55,0.68,2022-06-29,1229,N,nominal,2.0NRT,291.63,10.64,D
-4.67821,25.93406,328.44,0.55,0.68,2022-06-29,1229,N,nominal,2.0NRT,290.92,7.11,D
-4.80965,25.19488,341.47,0.49,0.65,2022-06-29,1229,N,nominal,2.0NRT,295.44,9.67,D
-5.56943,20.79928,341.55,0.48,0.48,2022-06-29,1229,N,nominal,2.0NRT,294.98,3.86,D
-4.7613,25.4319,347.1,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,292.24,9.73,D
-4.80275,25.19876,329.13,0.49,0.65,2022-06-29,1229,N,nominal,2.0NRT,297.36,4.11,D
-4.80352,25.1944,335.22,0.49,0.65,2022-06-29,1229,N,nominal,2.0NRT,297.09,4.11,D
-4.82789,25.05704,353.39,0.48,0.64,2022-06-29,1229,N,nominal,2.0NRT,296.7,7.01,D
-5.02773,23.92323,338.6,0.4,0.6,2022-06-29,1229,N,nominal,2.0NRT,296.48,3.79,D
-5.53358,20.98468,346.47,0.49,0.49,2022-06-29,1229,N,nominal,2.0NRT,297.71,11.26,D
-6.48961,15.05821,344.15,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,303.04,5.34,D
-6.56787,14.54424,332.85,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.71,3.39,D
-6.5684,14.54076,334.75,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.43,3.39,D
-6.67608,13.82551,331.43,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,298.97,7.47,D
-6.67661,13.82199,348.18,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,300.58,7.47,D
-4.39521,27.42906,326.51,0.7,0.75,2022-06-29,1229,N,nominal,2.0NRT,288.63,5.78,D
-4.66103,25.95716,337.87,0.55,0.68,2022-06-29,1229,N,nominal,2.0NRT,290.18,10.13,D
-4.66192,25.95222,351.7,0.55,0.68,2022-06-29,1229,N,nominal,2.0NRT,290.23,8.5,D
-6.26072,16.5106,336.94,0.41,0.37,2022-06-29,1229,N,nominal,2.0NRT,300.78,3.97,D
-6.38988,15.68355,334.06,0.39,0.36,2022-06-29,1229,N,low,2.0NRT,305.01,3.93,D
-6.39043,15.68,337.25,0.39,0.36,2022-06-29,1229,N,low,2.0NRT,307.65,3.93,D
-6.07139,17.67747,341.17,0.46,0.39,2022-06-29,1229,N,nominal,2.0NRT,292.89,14.58,D
-6.19537,16.90168,329.43,0.43,0.38,2022-06-29,1229,N,low,2.0NRT,300.52,2.37,D
-6.47868,15.08508,331.54,0.39,0.36,2022-06-29,1229,N,low,2.0NRT,301.89,6.5,D
-6.47922,15.08159,341.53,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,305.94,6.5,D
-6.509,14.88679,334.16,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.72,2.99,D
-6.61321,14.19913,332.95,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.63,5.85,D
-6.61374,14.19564,354.18,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.44,11.82,D
-6.49241,14.97314,339.69,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,297.94,2.01,D
-6.60988,14.19863,329.65,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,296.98,5.85,D
-6.61041,14.19514,355.73,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.27,11.82,D
-6.48856,14.97611,367,0.39,0.36,2022-06-29,1229,N,high,2.0NRT,308.4,24.66,D
-6.18291,16.93502,347.66,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,304.93,6.88,D
-6.37979,15.68205,349.49,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,308.28,15.31,D
-6.50024,14.89965,331.88,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.16,2.02,D
-6.0081,17.99937,331.7,0.48,0.4,2022-06-29,1229,N,nominal,2.0NRT,293.04,3.31,D
-6.16142,17.04739,337.38,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,300.11,10.32,D
-6.16204,17.04347,352.23,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,304.27,10.32,D
-6.41153,15.45494,340.58,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,302.56,6.99,D
-6.44938,15.20931,345.8,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.21,3.62,D
-6.44992,15.20581,345.28,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,305.76,3.62,D
-6.47724,15.0278,334.15,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,307.01,1.69,D
-6.48576,14.97213,337.72,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,306.2,65.29,D
-6.1826,16.93486,349.32,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,304.56,7.32,D
-6.44685,15.21171,332.16,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.33,1.92,D
-6.16162,17.04739,337.1,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,300.09,10.55,D
-6.16222,17.04346,351.16,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,304.71,10.55,D
-6.47858,14.98091,334.71,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,304.63,2.68,D
-5.5667,20.79937,343.02,0.48,0.48,2022-06-29,1229,N,nominal,2.0NRT,293.48,5.11,D
-6.15809,17.04687,335.36,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,299.32,3.26,D
-6.1587,17.04293,340.31,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,301.33,3.26,D
-6.15931,17.039,345.87,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,302.59,9.59,D
-6.15992,17.03509,352.2,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.24,9.59,D
-6.44178,15.20018,350.25,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,303.79,10.68,D
-6.47419,14.98735,336.54,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,306.42,5.97,D
-5.53223,20.98521,342.12,0.49,0.49,2022-06-29,1229,N,nominal,2.0NRT,294.41,12.28,D
-6.00613,17.99983,332.75,0.48,0.4,2022-06-29,1229,N,nominal,2.0NRT,295.02,6.01,D
-6.05934,17.65912,334.52,0.46,0.39,2022-06-29,1229,N,nominal,2.0NRT,287.75,6.12,D
-6.15457,17.04636,332.89,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,297.74,3.26,D
-6.15518,17.04241,340.3,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.71,3.26,D
-6.15579,17.03847,344.57,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,298.12,9.59,D
-6.1564,17.03457,337.18,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,295.14,9.59,D
-6.1576,17.02681,340.55,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,291.76,9.41,D
-6.47087,14.98685,349.7,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,309.52,5.97,D
-6.00243,17.99926,342.64,0.48,0.4,2022-06-29,1229,N,nominal,2.0NRT,295.21,6.19,D
-6.01535,17.91673,343.59,0.48,0.4,2022-06-29,1229,N,nominal,2.0NRT,272.52,12.13,D
-6.11022,17.30868,342.91,0.45,0.39,2022-06-29,1229,N,nominal,2.0NRT,288.57,5.38,D
-6.15227,17.03793,337.13,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,293.5,4.19,D
-6.18404,16.83303,336.51,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,303.03,5.95,D
-6.47919,14.90984,342.23,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,305.51,5.98,D
-6.52933,14.58017,331.45,0.38,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.34,1.38,D
-4.77557,25.50122,367,0.51,0.66,2022-06-29,1229,N,high,2.0NRT,295.82,18.19,D
-4.77635,25.49663,367,0.51,0.66,2022-06-29,1229,N,high,2.0NRT,296.7,15.93,D
-4.77237,25.5201,330.47,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,294.05,3.07,D
-4.7795,25.47795,340.81,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.5,6.6,D
-6.18055,16.83254,333.22,0.43,0.38,2022-06-29,1229,N,nominal,2.0NRT,297.84,5.95,D
-4.7654,25.52384,349.68,0.52,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.24,6.62,D
-4.76621,25.51907,334.06,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.76,6.62,D
-4.7766,25.45776,350.64,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,296.5,12.92,D
-4.77739,25.45312,353.68,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,295.24,12.92,D
-4.77817,25.44852,330.73,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,292,5.58,D
-6.19014,16.74763,345.42,0.42,0.38,2022-06-29,1229,N,nominal,2.0NRT,303.35,27.39,D
-6.43752,15.13869,356.93,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,313.49,16.67,D
-6.43805,15.13519,354.5,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,311.82,98.37,D
-6.43911,15.12822,347.96,0.39,0.36,2022-06-29,1229,N,low,2.0NRT,319.7,51.08,D
-6.46672,14.94707,336.14,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,304.66,2.99,D
-6.59583,14.0959,348.35,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,299.45,7.68,D
-6.59636,14.09241,346.9,0.39,0.36,2022-06-29,1229,N,nominal,2.0NRT,301.14,8.68,D
-4.76969,25.46131,333.42,0.51,0.66,2022-06-29,1229,N,nominal,2.0NRT,295.18,9.46,D
